Calc_Ramp_Ex_nm	Calc_Ramp_Rt_nm	Defl_V_Ex	Defl_V_Rt	
3.251953e+02	1.738281e+02	-6.236250e-01	-6.221250e-01	
3.261719e+02	1.728516e+02	-6.240000e-01	-6.228750e-01	
3.271484e+02	1.718750e+02	-6.232500e-01	-6.228750e-01	
3.281250e+02	1.708984e+02	-6.251250e-01	-6.243750e-01	
3.291016e+02	1.699219e+02	-6.232500e-01	-6.225000e-01	
3.300781e+02	1.689453e+02	-6.232500e-01	-6.236250e-01	
3.310547e+02	1.679688e+02	-6.228750e-01	-6.228750e-01	
3.320313e+02	1.669922e+02	-6.240000e-01	-6.225000e-01	
3.330078e+02	1.660156e+02	-6.228750e-01	-6.228750e-01	
3.339844e+02	1.650391e+02	-6.217500e-01	-6.236250e-01	
3.349609e+02	1.640625e+02	-6.236250e-01	-6.221250e-01	
3.359375e+02	1.630859e+02	-6.213750e-01	-6.221250e-01	
3.369141e+02	1.621094e+02	-6.240000e-01	-6.243750e-01	
3.378906e+02	1.611328e+02	-6.243750e-01	-6.228750e-01	
3.388672e+02	1.601563e+02	-6.236250e-01	-6.258750e-01	
3.398438e+02	1.591797e+02	-6.243750e-01	-6.232500e-01	
3.408203e+02	1.582031e+02	-6.213750e-01	-6.228750e-01	
3.417969e+02	1.572266e+02	-6.217500e-01	-6.232500e-01	
3.427734e+02	1.562500e+02	-6.206250e-01	-6.236250e-01	
3.437500e+02	1.552734e+02	-6.213750e-01	-6.247500e-01	
3.447266e+02	1.542969e+02	-6.225000e-01	-6.236250e-01	
3.457031e+02	1.533203e+02	-6.240000e-01	-6.236250e-01	
3.466797e+02	1.523438e+02	-6.228750e-01	-6.255000e-01	
3.476563e+02	1.513672e+02	-6.228750e-01	-6.243750e-01	
3.486328e+02	1.503906e+02	-6.232500e-01	-6.213750e-01	
3.496094e+02	1.494141e+02	-6.232500e-01	-6.221250e-01	
3.505859e+02	1.484375e+02	-6.236250e-01	-6.210000e-01	
3.515625e+02	1.474609e+02	-6.225000e-01	-6.236250e-01	
3.525391e+02	1.464844e+02	-6.240000e-01	-6.206250e-01	
3.535156e+02	1.455078e+02	-6.251250e-01	-6.225000e-01	
3.544922e+02	1.445313e+02	-6.240000e-01	-6.232500e-01	
3.554688e+02	1.435547e+02	-6.232500e-01	-6.221250e-01	
