filename,surface,region,baseline_span_retract
silicon_wafer_2.spm-2658_ForceCurveIndex_17.spm,silicon,2,400
silicon_wafer_2.spm-2658_ForceCurveIndex_18.spm,silicon,2,400
silicon_wafer_2.spm-2658_ForceCurveIndex_19.spm,silicon,2,400
silicon_wafer_2.spm-2658_ForceCurveIndex_2.spm,silicon,2,400
silicon_wafer_2.spm-2658_ForceCurveIndex_20.spm,silicon,2,400
silicon_wafer_2.spm-2658_ForceCurveIndex_21.spm,silicon,2,400
silicon_wafer_2.spm-2658_ForceCurveIndex_22.spm,silicon,2,400
silicon_wafer_2.spm-2658_ForceCurveIndex_23.spm,silicon,2,400
silicon_wafer_2.spm-2658_ForceCurveIndex_24.spm,silicon,2,400
silicon_wafer_2.spm-2658_ForceCurveIndex_25.spm,silicon,2,400
silicon_wafer_2.spm-2658_ForceCurveIndex_26.spm,silicon,2,400
silicon_wafer_2.spm-2658_ForceCurveIndex_27.spm,silicon,2,400
silicon_wafer_2.spm-2658_ForceCurveIndex_28.spm,silicon,2,400
silicon_wafer_2.spm-2658_ForceCurveIndex_29.spm,silicon,2,400
silicon_wafer_2.spm-2658_ForceCurveIndex_3.spm,silicon,2,400
silicon_wafer_2.spm-2658_ForceCurveIndex_30.spm,silicon,2,400
silicon_wafer_2.spm-2658_ForceCurveIndex_31.spm,silicon,2,400
silicon_wafer_2.spm-2658_ForceCurveIndex_32.spm,silicon,2,400
silicon_wafer_2.spm-2658_ForceCurveIndex_33.spm,silicon,2,400
silicon_wafer_2.spm-2658_ForceCurveIndex_34.spm,silicon,2,400
silicon_wafer_2.spm-2658_ForceCurveIndex_35.spm,silicon,2,400
silicon_wafer_2.spm-2658_ForceCurveIndex_36.spm,silicon,2,400
silicon_wafer_2.spm-2658_ForceCurveIndex_37.spm,silicon,2,400
silicon_wafer_2.spm-2658_ForceCurveIndex_38.spm,silicon,2,400
silicon_wafer_2.spm-2658_ForceCurveIndex_39.spm,silicon,2,400
silicon_wafer_2.spm-2658_ForceCurveIndex_4.spm,silicon,2,400
silicon_wafer_2.spm-2658_ForceCurveIndex_40.spm,silicon,2,400
silicon_wafer_2.spm-2658_ForceCurveIndex_41.spm,silicon,2,400
silicon_wafer_2.spm-2658_ForceCurveIndex_42.spm,silicon,2,400
silicon_wafer_2.spm-2658_ForceCurveIndex_43.spm,silicon,2,400
silicon_wafer_2.spm-2658_ForceCurveIndex_44.spm,silicon,2,400
silicon_wafer_2.spm-2658_ForceCurveIndex_45.spm,silicon,2,400
silicon_wafer_2.spm-2658_ForceCurveIndex_46.spm,silicon,2,400
silicon_wafer_2.spm-2658_ForceCurveIndex_47.spm,silicon,2,400
silicon_wafer_2.spm-2658_ForceCurveIndex_48.spm,silicon,2,400
silicon_wafer_2.spm-2658_ForceCurveIndex_49.spm,silicon,2,400
silicon_wafer_2.spm-2658_ForceCurveIndex_5.spm,silicon,2,400
silicon_wafer_2.spm-2658_ForceCurveIndex_50.spm,silicon,2,400
silicon_wafer_2.spm-2658_ForceCurveIndex_51.spm,silicon,2,400
silicon_wafer_2.spm-2658_ForceCurveIndex_52.spm,silicon,2,400
silicon_wafer_2.spm-2658_ForceCurveIndex_53.spm,silicon,2,400
silicon_wafer_2.spm-2658_ForceCurveIndex_54.spm,silicon,2,400
silicon_wafer_2.spm-2658_ForceCurveIndex_55.spm,silicon,2,400
silicon_wafer_2.spm-2658_ForceCurveIndex_56.spm,silicon,2,400
silicon_wafer_2.spm-2658_ForceCurveIndex_57.spm,silicon,2,400
silicon_wafer_2.spm-2658_ForceCurveIndex_58.spm,silicon,2,400
silicon_wafer_2.spm-2658_ForceCurveIndex_59.spm,silicon,2,400
silicon_wafer_2.spm-2658_ForceCurveIndex_6.spm,silicon,2,400
silicon_wafer_2.spm-2658_ForceCurveIndex_60.spm,silicon,2,400
silicon_wafer_2.spm-2658_ForceCurveIndex_61.spm,silicon,2,400
silicon_wafer_2.spm-2658_ForceCurveIndex_62.spm,silicon,2,400
silicon_wafer_2.spm-2658_ForceCurveIndex_63.spm,silicon,2,400
silicon_wafer_2.spm-2658_ForceCurveIndex_7.spm,silicon,2,400
silicon_wafer_2.spm-2658_ForceCurveIndex_8.spm,silicon,2,400
silicon_wafer_2.spm-2658_ForceCurveIndex_9.spm,silicon,2,400
silicon_wafer_3.spm-B182_ForceCurveIndex_0.spm,silicon,3,400
silicon_wafer_3.spm-B182_ForceCurveIndex_1.spm,silicon,3,400
silicon_wafer_3.spm-B182_ForceCurveIndex_10.spm,silicon,3,400
silicon_wafer_3.spm-B182_ForceCurveIndex_11.spm,silicon,3,400
silicon_wafer_3.spm-B182_ForceCurveIndex_12.spm,silicon,3,400
silicon_wafer_3.spm-B182_ForceCurveIndex_13.spm,silicon,3,400
silicon_wafer_3.spm-B182_ForceCurveIndex_14.spm,silicon,3,400
silicon_wafer_3.spm-B182_ForceCurveIndex_15.spm,silicon,3,400
silicon_wafer_3.spm-B182_ForceCurveIndex_16.spm,silicon,3,400
silicon_wafer_3.spm-B182_ForceCurveIndex_17.spm,silicon,3,400
silicon_wafer_3.spm-B182_ForceCurveIndex_18.spm,silicon,3,400
silicon_wafer_3.spm-B182_ForceCurveIndex_19.spm,silicon,3,400
silicon_wafer_3.spm-B182_ForceCurveIndex_2.spm,silicon,3,400
silicon_wafer_3.spm-B182_ForceCurveIndex_20.spm,silicon,3,400
silicon_wafer_3.spm-B182_ForceCurveIndex_21.spm,silicon,3,400
silicon_wafer_3.spm-B182_ForceCurveIndex_22.spm,silicon,3,400
silicon_wafer_3.spm-B182_ForceCurveIndex_23.spm,silicon,3,400
silicon_wafer_3.spm-B182_ForceCurveIndex_24.spm,silicon,3,400
silicon_wafer_3.spm-B182_ForceCurveIndex_25.spm,silicon,3,400
silicon_wafer_3.spm-B182_ForceCurveIndex_26.spm,silicon,3,400
silicon_wafer_3.spm-B182_ForceCurveIndex_27.spm,silicon,3,400
silicon_wafer_3.spm-B182_ForceCurveIndex_28.spm,silicon,3,400
silicon_wafer_3.spm-B182_ForceCurveIndex_29.spm,silicon,3,400
silicon_wafer_3.spm-B182_ForceCurveIndex_3.spm,silicon,3,400
silicon_wafer_3.spm-B182_ForceCurveIndex_30.spm,silicon,3,400
silicon_wafer_3.spm-B182_ForceCurveIndex_31.spm,silicon,3,400
silicon_wafer_3.spm-B182_ForceCurveIndex_32.spm,silicon,3,400
silicon_wafer_3.spm-B182_ForceCurveIndex_33.spm,silicon,3,400
silicon_wafer_3.spm-B182_ForceCurveIndex_34.spm,silicon,3,400
silicon_wafer_3.spm-B182_ForceCurveIndex_35.spm,silicon,3,400
silicon_wafer_3.spm-B182_ForceCurveIndex_36.spm,silicon,3,400
silicon_wafer_3.spm-B182_ForceCurveIndex_37.spm,silicon,3,400
silicon_wafer_3.spm-B182_ForceCurveIndex_38.spm,silicon,3,400
silicon_wafer_3.spm-B182_ForceCurveIndex_39.spm,silicon,3,400
silicon_wafer_3.spm-B182_ForceCurveIndex_4.spm,silicon,3,400
silicon_wafer_3.spm-B182_ForceCurveIndex_40.spm,silicon,3,400
silicon_wafer_3.spm-B182_ForceCurveIndex_41.spm,silicon,3,400
silicon_wafer_3.spm-B182_ForceCurveIndex_42.spm,silicon,3,400
silicon_wafer_3.spm-B182_ForceCurveIndex_43.spm,silicon,3,400
silicon_wafer_3.spm-B182_ForceCurveIndex_44.spm,silicon,3,400
silicon_wafer_3.spm-B182_ForceCurveIndex_45.spm,silicon,3,400
silicon_wafer_3.spm-B182_ForceCurveIndex_46.spm,silicon,3,400
silicon_wafer_3.spm-B182_ForceCurveIndex_47.spm,silicon,3,400
silicon_wafer_3.spm-B182_ForceCurveIndex_48.spm,silicon,3,400
silicon_wafer_3.spm-B182_ForceCurveIndex_49.spm,silicon,3,400
silicon_wafer_3.spm-B182_ForceCurveIndex_5.spm,silicon,3,400
silicon_wafer_3.spm-B182_ForceCurveIndex_50.spm,silicon,3,400
silicon_wafer_3.spm-B182_ForceCurveIndex_51.spm,silicon,3,400
silicon_wafer_3.spm-B182_ForceCurveIndex_52.spm,silicon,3,400
silicon_wafer_3.spm-B182_ForceCurveIndex_53.spm,silicon,3,400
silicon_wafer_3.spm-B182_ForceCurveIndex_54.spm,silicon,3,400
silicon_wafer_3.spm-B182_ForceCurveIndex_55.spm,silicon,3,400
silicon_wafer_3.spm-B182_ForceCurveIndex_56.spm,silicon,3,400
silicon_wafer_3.spm-B182_ForceCurveIndex_57.spm,silicon,3,400
silicon_wafer_3.spm-B182_ForceCurveIndex_58.spm,silicon,3,400
silicon_wafer_3.spm-B182_ForceCurveIndex_59.spm,silicon,3,400
silicon_wafer_3.spm-B182_ForceCurveIndex_6.spm,silicon,3,400
silicon_wafer_3.spm-B182_ForceCurveIndex_60.spm,silicon,3,400
silicon_wafer_3.spm-B182_ForceCurveIndex_61.spm,silicon,3,400
silicon_wafer_3.spm-B182_ForceCurveIndex_62.spm,silicon,3,400
silicon_wafer_3.spm-B182_ForceCurveIndex_63.spm,silicon,3,400
silicon_wafer_3.spm-B182_ForceCurveIndex_7.spm,silicon,3,400
silicon_wafer_3.spm-B182_ForceCurveIndex_8.spm,silicon,3,400
silicon_wafer_3.spm-B182_ForceCurveIndex_9.spm,silicon,3,400
Z_1.spm-F996_ForceCurveIndex_0.spm,zwitterionic,1,400
Z_1.spm-F996_ForceCurveIndex_1.spm,zwitterionic,1,400
Z_1.spm-F996_ForceCurveIndex_10.spm,zwitterionic,1,400
Z_1.spm-F996_ForceCurveIndex_11.spm,zwitterionic,1,400
Z_1.spm-F996_ForceCurveIndex_12.spm,zwitterionic,1,400
Z_1.spm-F996_ForceCurveIndex_13.spm,zwitterionic,1,400
Z_1.spm-F996_ForceCurveIndex_14.spm,zwitterionic,1,400
Z_1.spm-F996_ForceCurveIndex_15.spm,zwitterionic,1,400
Z_1.spm-F996_ForceCurveIndex_16.spm,zwitterionic,1,400
Z_1.spm-F996_ForceCurveIndex_17.spm,zwitterionic,1,400
Z_1.spm-F996_ForceCurveIndex_18.spm,zwitterionic,1,400
Z_1.spm-F996_ForceCurveIndex_19.spm,zwitterionic,1,400
Z_1.spm-F996_ForceCurveIndex_2.spm,zwitterionic,1,400
Z_1.spm-F996_ForceCurveIndex_20.spm,zwitterionic,1,400
Z_1.spm-F996_ForceCurveIndex_21.spm,zwitterionic,1,400
Z_1.spm-F996_ForceCurveIndex_22.spm,zwitterionic,1,400
Z_1.spm-F996_ForceCurveIndex_23.spm,zwitterionic,1,400
Z_1.spm-F996_ForceCurveIndex_24.spm,zwitterionic,1,400
Z_1.spm-F996_ForceCurveIndex_25.spm,zwitterionic,1,400
Z_1.spm-F996_ForceCurveIndex_26.spm,zwitterionic,1,400
Z_1.spm-F996_ForceCurveIndex_27.spm,zwitterionic,1,400
Z_1.spm-F996_ForceCurveIndex_28.spm,zwitterionic,1,400
Z_1.spm-F996_ForceCurveIndex_29.spm,zwitterionic,1,400
Z_1.spm-F996_ForceCurveIndex_3.spm,zwitterionic,1,400
Z_1.spm-F996_ForceCurveIndex_30.spm,zwitterionic,1,400
Z_1.spm-F996_ForceCurveIndex_31.spm,zwitterionic,1,400
Z_1.spm-F996_ForceCurveIndex_32.spm,zwitterionic,1,400
Z_1.spm-F996_ForceCurveIndex_33.spm,zwitterionic,1,400
Z_1.spm-F996_ForceCurveIndex_34.spm,zwitterionic,1,400
Z_1.spm-F996_ForceCurveIndex_35.spm,zwitterionic,1,400
Z_1.spm-F996_ForceCurveIndex_36.spm,zwitterionic,1,400
Z_1.spm-F996_ForceCurveIndex_37.spm,zwitterionic,1,400
Z_1.spm-F996_ForceCurveIndex_38.spm,zwitterionic,1,400
Z_1.spm-F996_ForceCurveIndex_39.spm,zwitterionic,1,400
Z_1.spm-F996_ForceCurveIndex_4.spm,zwitterionic,1,400
Z_1.spm-F996_ForceCurveIndex_40.spm,zwitterionic,1,400
Z_1.spm-F996_ForceCurveIndex_41.spm,zwitterionic,1,400
Z_1.spm-F996_ForceCurveIndex_42.spm,zwitterionic,1,400
Z_1.spm-F996_ForceCurveIndex_43.spm,zwitterionic,1,400
Z_1.spm-F996_ForceCurveIndex_44.spm,zwitterionic,1,400
Z_1.spm-F996_ForceCurveIndex_45.spm,zwitterionic,1,400
Z_1.spm-F996_ForceCurveIndex_46.spm,zwitterionic,1,400
Z_1.spm-F996_ForceCurveIndex_47.spm,zwitterionic,1,400
Z_1.spm-F996_ForceCurveIndex_48.spm,zwitterionic,1,400
Z_1.spm-F996_ForceCurveIndex_49.spm,zwitterionic,1,400
Z_1.spm-F996_ForceCurveIndex_5.spm,zwitterionic,1,400
Z_1.spm-F996_ForceCurveIndex_50.spm,zwitterionic,1,400
Z_1.spm-F996_ForceCurveIndex_51.spm,zwitterionic,1,400
Z_1.spm-F996_ForceCurveIndex_52.spm,zwitterionic,1,400
Z_1.spm-F996_ForceCurveIndex_53.spm,zwitterionic,1,400
Z_1.spm-F996_ForceCurveIndex_54.spm,zwitterionic,1,400
Z_1.spm-F996_ForceCurveIndex_55.spm,zwitterionic,1,400
Z_1.spm-F996_ForceCurveIndex_56.spm,zwitterionic,1,400
Z_1.spm-F996_ForceCurveIndex_57.spm,zwitterionic,1,400
Z_1.spm-F996_ForceCurveIndex_58.spm,zwitterionic,1,400
Z_1.spm-F996_ForceCurveIndex_59.spm,zwitterionic,1,400
Z_1.spm-F996_ForceCurveIndex_6.spm,zwitterionic,1,400
Z_1.spm-F996_ForceCurveIndex_60.spm,zwitterionic,1,400
Z_1.spm-F996_ForceCurveIndex_61.spm,zwitterionic,1,400
Z_1.spm-F996_ForceCurveIndex_62.spm,zwitterionic,1,400
Z_1.spm-F996_ForceCurveIndex_63.spm,zwitterionic,1,400
Z_1.spm-F996_ForceCurveIndex_7.spm,zwitterionic,1,400
Z_1.spm-F996_ForceCurveIndex_8.spm,zwitterionic,1,400
Z_1.spm-F996_ForceCurveIndex_9.spm,zwitterionic,1,400
Z_2.spm-8637_ForceCurveIndex_0.spm,zwitterionic,2,400
Z_2.spm-8637_ForceCurveIndex_1.spm,zwitterionic,2,400
Z_2.spm-8637_ForceCurveIndex_10.spm,zwitterionic,2,400
Z_2.spm-8637_ForceCurveIndex_11.spm,zwitterionic,2,400
Z_2.spm-8637_ForceCurveIndex_12.spm,zwitterionic,2,400
Z_2.spm-8637_ForceCurveIndex_13.spm,zwitterionic,2,400
Z_2.spm-8637_ForceCurveIndex_14.spm,zwitterionic,2,400
Z_2.spm-8637_ForceCurveIndex_15.spm,zwitterionic,2,400
Z_2.spm-8637_ForceCurveIndex_16.spm,zwitterionic,2,400
Z_2.spm-8637_ForceCurveIndex_17.spm,zwitterionic,2,400
Z_2.spm-8637_ForceCurveIndex_18.spm,zwitterionic,2,400
Z_2.spm-8637_ForceCurveIndex_19.spm,zwitterionic,2,400
Z_2.spm-8637_ForceCurveIndex_2.spm,zwitterionic,2,400
Z_2.spm-8637_ForceCurveIndex_20.spm,zwitterionic,2,400
Z_2.spm-8637_ForceCurveIndex_21.spm,zwitterionic,2,400
Z_2.spm-8637_ForceCurveIndex_22.spm,zwitterionic,2,400
Z_2.spm-8637_ForceCurveIndex_23.spm,zwitterionic,2,400
Z_2.spm-8637_ForceCurveIndex_24.spm,zwitterionic,2,400
Z_2.spm-8637_ForceCurveIndex_25.spm,zwitterionic,2,400
Z_2.spm-8637_ForceCurveIndex_26.spm,zwitterionic,2,400
Z_2.spm-8637_ForceCurveIndex_27.spm,zwitterionic,2,400
Z_2.spm-8637_ForceCurveIndex_28.spm,zwitterionic,2,400
Z_2.spm-8637_ForceCurveIndex_29.spm,zwitterionic,2,400
Z_2.spm-8637_ForceCurveIndex_3.spm,zwitterionic,2,400
Z_2.spm-8637_ForceCurveIndex_30.spm,zwitterionic,2,400
Z_2.spm-8637_ForceCurveIndex_31.spm,zwitterionic,2,400
Z_2.spm-8637_ForceCurveIndex_32.spm,zwitterionic,2,400
Z_2.spm-8637_ForceCurveIndex_33.spm,zwitterionic,2,400
Z_2.spm-8637_ForceCurveIndex_34.spm,zwitterionic,2,400
Z_2.spm-8637_ForceCurveIndex_35.spm,zwitterionic,2,400
Z_2.spm-8637_ForceCurveIndex_36.spm,zwitterionic,2,400
Z_2.spm-8637_ForceCurveIndex_37.spm,zwitterionic,2,400
Z_2.spm-8637_ForceCurveIndex_38.spm,zwitterionic,2,400
Z_2.spm-8637_ForceCurveIndex_39.spm,zwitterionic,2,400
Z_2.spm-8637_ForceCurveIndex_4.spm,zwitterionic,2,400
Z_2.spm-8637_ForceCurveIndex_40.spm,zwitterionic,2,400
Z_2.spm-8637_ForceCurveIndex_41.spm,zwitterionic,2,400
Z_2.spm-8637_ForceCurveIndex_42.spm,zwitterionic,2,400
Z_2.spm-8637_ForceCurveIndex_43.spm,zwitterionic,2,400
Z_2.spm-8637_ForceCurveIndex_44.spm,zwitterionic,2,400
Z_2.spm-8637_ForceCurveIndex_45.spm,zwitterionic,2,400
Z_2.spm-8637_ForceCurveIndex_46.spm,zwitterionic,2,400
Z_2.spm-8637_ForceCurveIndex_47.spm,zwitterionic,2,400
Z_2.spm-8637_ForceCurveIndex_48.spm,zwitterionic,2,400
Z_2.spm-8637_ForceCurveIndex_49.spm,zwitterionic,2,400
Z_2.spm-8637_ForceCurveIndex_5.spm,zwitterionic,2,400
Z_2.spm-8637_ForceCurveIndex_50.spm,zwitterionic,2,400
Z_2.spm-8637_ForceCurveIndex_51.spm,zwitterionic,2,400
Z_2.spm-8637_ForceCurveIndex_52.spm,zwitterionic,2,400
Z_2.spm-8637_ForceCurveIndex_53.spm,zwitterionic,2,400
Z_2.spm-8637_ForceCurveIndex_54.spm,zwitterionic,2,400
Z_2.spm-8637_ForceCurveIndex_55.spm,zwitterionic,2,400
Z_2.spm-8637_ForceCurveIndex_56.spm,zwitterionic,2,400
Z_2.spm-8637_ForceCurveIndex_57.spm,zwitterionic,2,400
Z_2.spm-8637_ForceCurveIndex_58.spm,zwitterionic,2,400
Z_2.spm-8637_ForceCurveIndex_59.spm,zwitterionic,2,400
Z_2.spm-8637_ForceCurveIndex_6.spm,zwitterionic,2,400
Z_2.spm-8637_ForceCurveIndex_60.spm,zwitterionic,2,400
Z_2.spm-8637_ForceCurveIndex_61.spm,zwitterionic,2,400
Z_2.spm-8637_ForceCurveIndex_62.spm,zwitterionic,2,400
Z_2.spm-8637_ForceCurveIndex_63.spm,zwitterionic,2,400
Z_2.spm-8637_ForceCurveIndex_7.spm,zwitterionic,2,400
Z_2.spm-8637_ForceCurveIndex_8.spm,zwitterionic,2,400
Z_2.spm-8637_ForceCurveIndex_9.spm,zwitterionic,2,400
Z_3.spm-310E_ForceCurveIndex_0.spm,zwitterionic,3,400
Z_3.spm-310E_ForceCurveIndex_1.spm,zwitterionic,3,400
Z_3.spm-310E_ForceCurveIndex_10.spm,zwitterionic,3,400
Z_3.spm-310E_ForceCurveIndex_11.spm,zwitterionic,3,400
Z_3.spm-310E_ForceCurveIndex_12.spm,zwitterionic,3,400
Z_3.spm-310E_ForceCurveIndex_13.spm,zwitterionic,3,400
Z_3.spm-310E_ForceCurveIndex_14.spm,zwitterionic,3,400
Z_3.spm-310E_ForceCurveIndex_15.spm,zwitterionic,3,400
Z_3.spm-310E_ForceCurveIndex_16.spm,zwitterionic,3,400
Z_3.spm-310E_ForceCurveIndex_17.spm,zwitterionic,3,400
Z_3.spm-310E_ForceCurveIndex_18.spm,zwitterionic,3,400
Z_3.spm-310E_ForceCurveIndex_19.spm,zwitterionic,3,400
Z_3.spm-310E_ForceCurveIndex_2.spm,zwitterionic,3,400
Z_3.spm-310E_ForceCurveIndex_20.spm,zwitterionic,3,400
Z_3.spm-310E_ForceCurveIndex_21.spm,zwitterionic,3,400
Z_3.spm-310E_ForceCurveIndex_22.spm,zwitterionic,3,400
Z_3.spm-310E_ForceCurveIndex_23.spm,zwitterionic,3,400
Z_3.spm-310E_ForceCurveIndex_24.spm,zwitterionic,3,400
Z_3.spm-310E_ForceCurveIndex_25.spm,zwitterionic,3,400
Z_3.spm-310E_ForceCurveIndex_26.spm,zwitterionic,3,400
Z_3.spm-310E_ForceCurveIndex_27.spm,zwitterionic,3,400
Z_3.spm-310E_ForceCurveIndex_28.spm,zwitterionic,3,400
Z_3.spm-310E_ForceCurveIndex_29.spm,zwitterionic,3,400
Z_3.spm-310E_ForceCurveIndex_3.spm,zwitterionic,3,400
Z_3.spm-310E_ForceCurveIndex_30.spm,zwitterionic,3,400
Z_3.spm-310E_ForceCurveIndex_31.spm,zwitterionic,3,400
Z_3.spm-310E_ForceCurveIndex_32.spm,zwitterionic,3,400
Z_3.spm-310E_ForceCurveIndex_33.spm,zwitterionic,3,400
Z_3.spm-310E_ForceCurveIndex_34.spm,zwitterionic,3,400
Z_3.spm-310E_ForceCurveIndex_35.spm,zwitterionic,3,400
Z_3.spm-310E_ForceCurveIndex_36.spm,zwitterionic,3,400
Z_3.spm-310E_ForceCurveIndex_37.spm,zwitterionic,3,400
Z_3.spm-310E_ForceCurveIndex_38.spm,zwitterionic,3,400
Z_3.spm-310E_ForceCurveIndex_39.spm,zwitterionic,3,400
Z_3.spm-310E_ForceCurveIndex_4.spm,zwitterionic,3,400
Z_3.spm-310E_ForceCurveIndex_40.spm,zwitterionic,3,400
Z_3.spm-310E_ForceCurveIndex_41.spm,zwitterionic,3,400
Z_3.spm-310E_ForceCurveIndex_42.spm,zwitterionic,3,400
Z_3.spm-310E_ForceCurveIndex_43.spm,zwitterionic,3,400
Z_3.spm-310E_ForceCurveIndex_44.spm,zwitterionic,3,400
Z_3.spm-310E_ForceCurveIndex_45.spm,zwitterionic,3,400
Z_3.spm-310E_ForceCurveIndex_46.spm,zwitterionic,3,400
Z_3.spm-310E_ForceCurveIndex_47.spm,zwitterionic,3,400
Z_3.spm-310E_ForceCurveIndex_48.spm,zwitterionic,3,400
Z_3.spm-310E_ForceCurveIndex_49.spm,zwitterionic,3,400
Z_3.spm-310E_ForceCurveIndex_5.spm,zwitterionic,3,400
Z_3.spm-310E_ForceCurveIndex_50.spm,zwitterionic,3,400
Z_3.spm-310E_ForceCurveIndex_51.spm,zwitterionic,3,400
Z_3.spm-310E_ForceCurveIndex_52.spm,zwitterionic,3,400
Z_3.spm-310E_ForceCurveIndex_53.spm,zwitterionic,3,400
Z_3.spm-310E_ForceCurveIndex_54.spm,zwitterionic,3,400
Z_3.spm-310E_ForceCurveIndex_55.spm,zwitterionic,3,400
Z_3.spm-310E_ForceCurveIndex_56.spm,zwitterionic,3,400
Z_3.spm-310E_ForceCurveIndex_57.spm,zwitterionic,3,400
Z_3.spm-310E_ForceCurveIndex_58.spm,zwitterionic,3,400
Z_3.spm-310E_ForceCurveIndex_59.spm,zwitterionic,3,400
Z_3.spm-310E_ForceCurveIndex_6.spm,zwitterionic,3,400
Z_3.spm-310E_ForceCurveIndex_60.spm,zwitterionic,3,400
Z_3.spm-310E_ForceCurveIndex_61.spm,zwitterionic,3,400
Z_3.spm-310E_ForceCurveIndex_62.spm,zwitterionic,3,400
Z_3.spm-310E_ForceCurveIndex_63.spm,zwitterionic,3,400
Z_3.spm-310E_ForceCurveIndex_7.spm,zwitterionic,3,400
Z_3.spm-310E_ForceCurveIndex_8.spm,zwitterionic,3,400
Z_3.spm-310E_ForceCurveIndex_9.spm,zwitterionic,3,400
