approach_displacement	approach_deflection	retract_displacement	retract_deflection
279.6535	-18.18361	279.7807	-18.44743
279.7346	-17.99081	279.8618	-18.30537
279.8157	-17.950229999999998	279.9429	-18.274929999999998
279.8968	-18.011110000000002	280.024	-18.274929999999998
279.9779	-17.8792	280.1052	-18.274929999999998
280.0591	-17.97052	280.1863	-18.16331
280.1402	-18.07199	280.2674	-18.2039
280.2213	-18.14302	280.3485	-17.940080000000002
280.3024	-18.16331	280.4296	-18.31552
280.3835	-18.08214	280.5107	-18.28508
280.4646	-18.092290000000002	280.5919	-17.77772
280.5457	-18.04155	280.673	-18.04155
280.6269	-17.97052	280.7541	-18.092290000000002
280.708	-18.18361	280.8352	-18.31552
280.7891	-17.90964	280.9163	-18.23434
280.8702	-17.92993	280.9974	-18.0314
280.9513	-18.00096	281.0786	-18.13287
281.0324	-18.02125	281.1597	-18.45758
281.1136	-18.18361	281.2408	-18.06184
281.1947	-18.07199	281.3219	-17.99081
281.2758	-18.12273	281.403	-17.99081
281.3569	-18.13287	281.4841	-18.14302
281.438	-18.011110000000002	281.5652	-18.00096
281.5191	-17.98067	281.6464	-17.798019999999998
281.6003	-18.21405	281.7275	-18.36626
281.6814	-18.23434	281.8086	-18.52861
281.7625	-18.092290000000002	281.8897	-18.13287
281.8436	-18.011110000000002	281.9708	-18.06184
281.9247	-17.80817	282.0519	-18.15317
282.0058	-18.2242	282.1331	-18.21405
282.0869	-18.32567	282.2142	-18.12273
282.1681	-18.23434	282.2953	-18.08214
282.2492	-17.91978	282.3764	-18.25464
282.3303	-17.81831	282.4575	-18.28508
282.4114	-18.00096	282.5386	-17.99081
282.4925	-18.0517	282.6198	-17.92993
282.5736	-17.950229999999998	282.7009	-18.07199
282.6548	-18.02125	282.782	-18.19376
282.7359	-18.16331	282.8631	-18.19376
282.817	-18.25464	282.9442	-18.24449
282.8981	-18.274929999999998	283.0253	-17.89949
282.9792	-18.30537	283.1064	-17.950229999999998
283.0603	-18.30537	283.1876	-17.798019999999998
283.1414	-18.12273	283.2687	-17.99081
283.2226	-18.274929999999998	283.3498	-18.07199
283.3037	-18.26479	283.4309	-18.13287
283.3848	-17.798019999999998	283.512	-18.25464
283.4659	-18.17346	283.5931	-18.3967
283.547	-18.24449	283.6743	-18.40684
283.6281	-17.96037	283.7554	-18.19376
283.7093	-18.2039	283.8365	-17.97052
283.7904	-18.13287	283.9176	-18.12273
283.8715	-18.10243	283.9987	-18.29523
283.9526	-18.0517	284.0798	-18.02125
284.0337	-17.84875	284.1609	-18.011110000000002
284.1148	-18.02125	284.2421	-18.07199
284.196	-17.84875	284.3232	-18.24449
284.2771	-18.17346	284.4043	-18.34596
284.3582	-18.3967	284.4854	-18.28508
284.4393	-18.14302	284.5665	-18.30537
284.5204	-17.91978	284.6476	-18.011110000000002
284.6015	-18.06184	284.7288	-18.06184
284.6826	-18.011110000000002	284.8099	-18.14302
284.7638	-18.26479	284.891	-18.3764
284.8449	-18.21405	284.9721	-18.15317
284.926	-18.07199	285.0532	-18.00096
285.0071	-18.0517	285.1343	-18.011110000000002
285.0882	-18.17346	285.2155	-17.838610000000003
285.1693	-18.416990000000002	285.2966	-17.86905
285.2505	-18.2039	285.3777	-18.0517
285.3316	-17.81831	285.4588	-18.02125
285.4127	-17.81831	285.5399	-17.8792
285.4938	-17.73714	285.621	-18.21405
285.5749	-18.14302	285.7021	-18.30537
285.656	-18.23434	285.7833	-18.43729
285.7372	-18.011110000000002	285.8644	-18.335820000000002
285.8183	-17.96037	285.9455	-18.2039
285.8994	-18.04155	286.0266	-18.34596
285.9805	-18.16331	286.1077	-18.335820000000002
286.0616	-18.092290000000002	286.1888	-18.10243
286.1427	-18.13287	286.27	-18.10243
286.2238	-17.97052	286.3511	-17.950229999999998
286.305	-18.04155	286.4322	-17.84875
286.3861	-18.274929999999998	286.5133	-18.15317
286.4672	-18.19376	286.5944	-18.12273
286.5483	-18.26479	286.6755	-18.2242
286.6294	-18.07199	286.7567	-18.25464
286.7105	-18.24449	286.8378	-18.21405
286.7917	-18.46773	286.9189	-18.06184
286.8728	-18.10243	287	-18.12273
286.9539	-18.18361	287.0811	-18.274929999999998
287.035	-18.34596	287.1622	-18.26479
287.1161	-18.30537	287.2433	-17.798019999999998
287.1972	-18.18361	287.3245	-17.940080000000002
287.2784	-18.17346	287.4056	-18.16331
287.3595	-17.8792	287.4867	-18.43729
287.4406	-17.86905	287.5678	-18.23434
287.5217	-18.19376	287.6489	-18.21405
287.6028	-18.24449	287.73	-18.19376
287.6839	-18.14302	287.8112	-18.21405
287.765	-18.21405	287.8923	-18.17346
287.8462	-18.07199	287.9734	-18.092290000000002
287.9273	-18.04155	288.0545	-18.21405
288.0084	-18.00096	288.1356	-18.04155
288.0895	-17.89949	288.2167	-17.96037
288.1706	-18.0314	288.2979	-17.99081
288.2517	-18.2242	288.379	-18.274929999999998
288.3329	-18.17346	288.4601	-18.498170000000002
288.414	-18.092290000000002	288.5412	-18.660519999999998
288.4951	-17.8792	288.6223	-18.46773
288.5762	-17.91978	288.7034	-18.48802
288.6573	-17.86905	288.7845	-18.21405
288.7384	-17.71684	288.8657	-18.13287
288.8195	-18.092290000000002	288.9468	-18.19376
288.9007	-17.950229999999998	289.0279	-18.32567
288.9818	-18.08214	289.109	-18.29523
289.0629	-18.274929999999998	289.1901	-18.2242
289.144	-18.11258	289.2712	-17.90964
289.2251	-18.26479	289.3524	-17.80817
289.3062	-18.335820000000002	289.4335	-18.18361
289.3874	-17.89949	289.5146	-18.28508
289.4685	-17.71684	289.5957	-18.58949
289.5496	-18.0517	289.6768	-18.498170000000002
289.6307	-18.47787	289.7579	-18.21405
289.7118	-18.427139999999998	289.8391	-18.2242
289.7929	-17.88934	289.9202	-18.46773
289.8741	-17.91978	290.0013	-18.274929999999998
289.9552	-18.0517	290.0824	-18.19376
290.0363	-17.99081	290.1635	-18.2039
290.1174	-18.21405	290.2446	-18.14302
290.1985	-18.0314	290.3257	-18.11258
290.2796	-18.04155	290.4069	-18.07199
290.3607	-18.0314	290.488	-18.26479
290.4419	-18.29523	290.5691	-18.3967
290.523	-18.48802	290.6502	-18.45758
290.6041	-18.47787	290.7313	-18.29523
290.6852	-18.18361	290.8124	-17.940080000000002
290.7663	-17.798019999999998	290.8936	-18.08214
290.8474	-17.82846	290.9747	-18.092290000000002
290.9286	-18.274929999999998	291.0558	-18.25464
291.0097	-18.15317	291.1369	-18.12273
291.0908	-17.89949	291.218	-18.07199
291.1719	-18.12273	291.2991	-18.12273
291.253	-18.06184	291.3802	-18.06184
291.3341	-18.02125	291.4614	-18.08214
291.4153	-18.2039	291.5425	-18.02125
291.4964	-18.10243	291.6236	-18.2242
291.5775	-18.07199	291.7047	-18.25464
291.6586	-18.13287	291.7858	-18.26479
291.7397	-18.02125	291.8669	-18.274929999999998
291.8208	-17.940080000000002	291.9481	-18.17346
291.9019	-18.17346	292.0292	-18.02125
291.9831	-18.498170000000002	292.1103	-18.14302
292.0642	-18.011110000000002	292.1914	-18.30537
292.1453	-17.91978	292.2725	-18.35611
292.2264	-17.88934	292.3536	-18.44743
292.3075	-18.04155	292.4348	-18.35611
292.3886	-18.0314	292.5159	-18.24449
292.4698	-17.96037	292.597	-18.04155
292.5509	-18.0314	292.6781	-18.25464
292.632	-18.10243	292.7592	-18.19376
292.7131	-18.45758	292.8403	-17.950229999999998
292.7942	-18.26479	292.9214	-17.88934
292.8753	-18.0314	293.0026	-18.30537
292.9565	-18.21405	293.0837	-18.579349999999998
293.0376	-18.08214	293.1648	-18.335820000000002
293.1187	-18.07199	293.2459	-18.35611
293.1998	-18.07199	293.327	-18.29523
293.2809	-18.07199	293.4081	-18.13287
293.362	-18.30537	293.4893	-18.0314
293.4431	-18.274929999999998	293.5704	-18.274929999999998
293.5243	-17.940080000000002	293.6515	-18.26479
293.6054	-18.21405	293.7326	-18.23434
293.6865	-18.35611	293.8137	-18.16331
293.7676	-18.0517	293.8948	-18.44743
293.8487	-18.02125	293.976	-18.31552
293.9298	-18.2242	294.0571	-18.15317
294.011	-17.98067	294.1382	-18.2242
294.0921	-18.092290000000002	294.2193	-18.23434
294.1732	-18.18361	294.3004	-18.46773
294.2543	-17.98067	294.3815	-18.50832
294.3354	-17.98067	294.4626	-18.092290000000002
294.4165	-17.84875	294.5438	-18.10243
294.4977	-17.950229999999998	294.6249	-18.07199
294.5788	-17.99081	294.706	-17.99081
294.6599	-18.18361	294.7871	-18.48802
294.741	-18.04155	294.8682	-18.25464
294.8221	-17.940080000000002	294.9493	-18.416990000000002
294.9032	-18.11258	295.0305	-18.335820000000002
294.9843	-18.29523	295.1116	-18.07199
295.0655	-18.32567	295.1927	-18.14302
295.1466	-17.950229999999998	295.2738	-18.21405
295.2277	-17.92993	295.3549	-18.011110000000002
295.3088	-18.34596	295.436	-17.950229999999998
295.3899	-18.416990000000002	295.5172	-17.98067
295.471	-18.06184	295.5983	-18.28508
295.5522	-18.23434	295.6794	-18.2039
295.6333	-18.092290000000002	295.7605	-18.30537
295.7144	-18.13287	295.8416	-18.06184
295.7955	-18.0314	295.9227	-18.274929999999998
295.8766	-17.950229999999998	296.0038	-18.59964
295.9577	-17.950229999999998	296.085	-18.17346
296.0388	-18.19376	296.1661	-18.19376
296.12	-18.02125	296.2472	-18.25464
296.2011	-18.32567	296.3283	-18.48802
296.2822	-18.23434	296.4094	-18.60979
296.3633	-18.14302	296.4905	-18.53876
296.4444	-18.00096	296.5717	-18.26479
296.5255	-17.98067	296.6528	-18.12273
296.6067	-17.940080000000002	296.7339	-18.16331
296.6878	-17.88934	296.815	-18.12273
296.7689	-18.11258	296.8961	-18.15317
296.85	-18.16331	296.9772	-18.427139999999998
296.9311	-18.10243	297.0583	-18.24449
297.0122	-18.15317	297.1395	-18.17346
297.0934	-18.11258	297.2206	-18.2242
297.1745	-18.2242	297.3017	-18.16331
297.2556	-18.092290000000002	297.3828	-18.14302
297.3367	-18.04155	297.4639	-18.02125
297.4178	-18.16331	297.545	-18.12273
297.4989	-18.45758	297.6262	-18.29523
297.58	-18.18361	297.7073	-18.35611
297.6612	-18.31552	297.7884	-18.274929999999998
297.7423	-18.15317	297.8695	-18.21405
297.8234	-17.940080000000002	297.9506	-18.11258
297.9045	-18.16331	298.0317	-18.2242
297.9856	-18.30537	298.1129	-18.38655
298.0667	-17.97052	298.194	-18.55905
298.1479	-18.0517	298.2751	-18.427139999999998
298.229	-17.950229999999998	298.3562	-17.99081
298.3101	-18.0314	298.4373	-17.99081
298.3912	-18.2039	298.5184	-18.2039
298.4723	-18.40684	298.5995	-18.32567
298.5534	-18.2242	298.6807	-18.51846
298.6346	-18.26479	298.7618	-18.16331
298.7157	-17.940080000000002	298.8429	-18.335820000000002
298.7968	-18.08214	298.924	-18.23434
298.8779	-18.427139999999998	299.0051	-18.16331
298.959	-18.2039	299.0862	-18.18361
299.0401	-18.24449	299.1674	-18.30537
299.1212	-18.24449	299.2485	-18.38655
299.2024	-18.0314	299.3296	-18.32567
299.2835	-17.88934	299.4107	-18.2039
299.3646	-18.16331	299.4918	-17.940080000000002
299.4457	-18.10243	299.5729	-18.04155
299.5268	-18.43729	299.6541	-18.26479
299.6079	-18.23434	299.7352	-18.23434
299.6891	-18.06184	299.8163	-18.10243
299.7702	-18.28508	299.8974	-18.23434
299.8513	-18.16331	299.9785	-18.15317
299.9324	-18.34596	300.0596	-18.13287
300.0135	-18.21405	300.1407	-18.15317
300.0946	-18.04155	300.2219	-18.10243
300.1758	-17.73714	300.303	-18.25464
300.2569	-18.10243	300.3841	-18.53876
300.338	-18.25464	300.4652	-18.24449
300.4191	-18.34596	300.5463	-18.335820000000002
300.5002	-18.19376	300.6274	-18.16331
300.5813	-17.99081	300.7086	-18.3764
300.6624	-18.011110000000002	300.7897	-18.07199
300.7436	-17.940080000000002	300.8708	-17.98067
300.8247	-18.15317	300.9519	-18.17346
300.9058	-18.19376	301.033	-18.23434
300.9869	-18.29523	301.1141	-18.14302
301.068	-18.2242	301.1953	-18.12273
301.1491	-18.0517	301.2764	-18.18361
301.2303	-17.82846	301.3575	-18.011110000000002
301.3114	-17.98067	301.4386	-18.28508
301.3925	-17.97052	301.5197	-18.58949
301.4736	-18.15317	301.6008	-18.40684
301.5547	-18.17346	301.6819	-18.23434
301.6358	-18.14302	301.7631	-18.29523
301.7169	-18.08214	301.8442	-18.2039
301.7981	-18.31552	301.9253	-18.15317
301.8792	-18.18361	302.0064	-18.16331
301.9603	-18.14302	302.0875	-18.17346
302.0414	-18.10243	302.1686	-18.29523
302.1225	-18.2039	302.2498	-18.13287
302.2036	-18.13287	302.3309	-18.29523
302.2848	-18.16331	302.412	-18.335820000000002
302.3659	-18.18361	302.4931	-18.427139999999998
302.447	-18.52861	302.5742	-18.36626
302.5281	-18.32567	302.6553	-18.28508
302.6092	-17.940080000000002	302.7365	-18.12273
302.6903	-17.950229999999998	302.8176	-17.91978
302.7715	-18.24449	302.8987	-17.950229999999998
302.8526	-18.07199	302.9798	-18.26479
302.9337	-18.17346	303.0609	-18.13287
303.0148	-18.092290000000002	303.142	-18.18361
303.0959	-18.2242	303.2231	-18.2039
303.177	-18.08214	303.3043	-18.18361
303.2581	-17.8792	303.3854	-18.3967
303.3393	-18.15317	303.4665	-18.3967
303.4204	-18.29523	303.5476	-18.26479
303.5015	-18.15317	303.6287	-18.2039
303.5826	-18.38655	303.7098	-18.29523
303.6637	-18.2242	303.791	-18.29523
303.7448	-18.10243	303.8721	-18.19376
303.826	-17.940080000000002	303.9532	-18.28508
303.9071	-18.21405	304.0343	-18.08214
303.9882	-18.335820000000002	304.1154	-17.99081
304.0693	-18.12273	304.1965	-18.21405
304.1504	-18.14302	304.2776	-18.23434
304.2315	-18.15317	304.3588	-18.416990000000002
304.3127	-18.14302	304.4399	-18.21405
304.3938	-18.12273	304.521	-18.07199
304.4749	-18.011110000000002	304.6021	-18.28508
304.556	-18.2242	304.6832	-18.24449
304.6371	-18.30537	304.7643	-18.23434
304.7182	-18.23434	304.8455	-18.18361
304.7993	-18.23434	304.9266	-18.53876
304.8805	-18.15317	305.0077	-18.47787
304.9616	-18.19376	305.0888	-18.26479
305.0427	-18.427139999999998	305.1699	-18.18361
305.1238	-18.30537	305.251	-18.02125
305.2049	-18.12273	305.3322	-18.12273
305.286	-18.04155	305.4133	-18.18361
305.3672	-18.14302	305.4944	-18.00096
305.4483	-17.950229999999998	305.5755	-17.98067
305.5294	-17.99081	305.6566	-18.08214
305.6105	-18.04155	305.7377	-18.3967
305.6916	-18.04155	305.8188	-18.29523
305.7727	-18.35611	305.9	-18.427139999999998
305.8539	-17.96037	305.9811	-18.335820000000002
305.935	-17.89949	306.0622	-18.18361
306.0161	-18.04155	306.1433	-18.12273
306.0972	-18.19376	306.2244	-18.31552
306.1783	-18.19376	306.3055	-18.14302
306.2594	-18.06184	306.3867	-18.25464
306.3405	-17.97052	306.4678	-18.19376
306.4217	-18.19376	306.5489	-18.2242
306.5028	-18.14302	306.63	-18.274929999999998
306.5839	-18.17346	306.7111	-18.31552
306.665	-18.12273	306.7922	-18.13287
306.7461	-18.08214	306.8734	-18.14302
306.8272	-18.14302	306.9545	-17.940080000000002
306.9084	-18.06184	307.0356	-18.092290000000002
306.9895	-18.23434	307.1167	-18.10243
307.0706	-17.91978	307.1978	-18.52861
307.1517	-17.97052	307.2789	-18.35611
307.2328	-17.91978	307.36	-18.11258
307.3139	-17.89949	307.4412	-18.35611
307.3951	-18.10243	307.5223	-18.427139999999998
307.4762	-18.17346	307.6034	-18.3764
307.5573	-18.092290000000002	307.6845	-18.34596
307.6384	-18.15317	307.7656	-18.21405
307.7195	-18.21405	307.8467	-18.2242
307.8006	-18.21405	307.9279	-18.12273
307.8817	-18.2242	308.009	-18.14302
307.9629	-18.16331	308.0901	-18.21405
308.044	-18.04155	308.1712	-18.10243
308.1251	-18.16331	308.2523	-18.10243
308.2062	-18.07199	308.3334	-18.00096
308.2873	-17.84875	308.4146	-18.18361
308.3684	-17.76758	308.4957	-18.21405
308.4496	-17.96037	308.5768	-18.16331
308.5307	-17.89949	308.6579	-18.19376
308.6118	-18.02125	308.739	-18.17346
308.6929	-18.26479	308.8201	-18.16331
308.774	-17.89949	308.9012	-18.28508
308.8551	-17.96037	308.9824	-18.3967
308.9362	-18.15317	309.0635	-18.26479
309.0174	-18.44743	309.1446	-18.30537
309.0985	-18.25464	309.2257	-18.21405
309.1796	-17.950229999999998	309.3068	-18.11258
309.2607	-18.04155	309.3879	-18.43729
309.3418	-18.13287	309.4691	-18.14302
309.4229	-18.092290000000002	309.5502	-17.90964
309.5041	-18.24449	309.6313	-18.28508
309.5852	-18.092290000000002	309.7124	-18.44743
309.6663	-17.84875	309.7935	-18.00096
309.7474	-18.17346	309.8746	-18.0517
309.8285	-18.08214	309.9557	-18.04155
309.9096	-17.99081	310.0369	-17.940080000000002
309.9908	-18.04155	310.118	-18.25464
310.0719	-18.02125	310.1991	-18.2242
310.153	-18.092290000000002	310.2802	-18.30537
310.2341	-18.19376	310.36130000000003	-18.19376
310.3152	-18.18361	310.4424	-18.2039
310.3963	-17.838610000000003	310.5236	-17.98067
310.4774	-17.91978	310.6047	-18.19376
310.5586	-18.18361	310.6858	-18.416990000000002
310.6397	-18.04155	310.7669	-18.18361
310.7208	-17.940080000000002	310.848	-18.10243
310.8019	-18.17346	310.9291	-18.45758
310.883	-18.51846	311.0103	-18.427139999999998
310.9641	-18.43729	311.0914	-17.97052
311.0453	-18.04155	311.1725	-18.18361
311.1264	-17.92993	311.2536	-18.3764
311.2075	-18.11258	311.3347	-18.15317
311.2886	-18.2039	311.4158	-18.21405
311.3697	-18.08214	311.4969	-18.15317
311.4508	-18.11258	311.5781	-18.04155
311.532	-18.23434	311.6592	-18.17346
311.6131	-18.08214	311.7403	-18.26479
311.6942	-17.97052	311.8214	-18.3967
311.7753	-18.10243	311.9025	-18.17346
311.8564	-18.092290000000002	311.9836	-18.19376
311.9375	-18.2039	312.0648	-18.29523
312.0186	-18.24449	312.1459	-18.29523
312.0998	-18.14302	312.227	-18.26479
312.1809	-18.092290000000002	312.3081	-18.24449
312.262	-18.25464	312.3892	-18.3764
312.3431	-18.2242	312.4703	-18.11258
312.4242	-18.11258	312.5515	-18.43729
312.5053	-18.28508	312.6326	-18.40684
312.5865	-18.28508	312.7137	-18.29523
312.6676	-18.31552	312.7948	-18.427139999999998
312.7487	-18.10243	312.8759	-18.30537
312.8298	-18.011110000000002	312.957	-18.17346
312.9109	-18.00096	313.0381	-18.2242
312.992	-18.24449	313.1193	-18.40684
313.0732	-18.16331	313.2004	-18.19376
313.1543	-18.2039	313.2815	-18.08214
313.2354	-18.00096	313.3626	-17.92993
313.3165	-17.97052	313.4437	-18.2039
313.3976	-18.011110000000002	313.5248	-18.23434
313.4787	-18.02125	313.606	-18.34596
313.5598	-17.90964	313.6871	-18.40684
313.641	-18.2039	313.7682	-18.23434
313.7221	-18.29523	313.8493	-18.14302
313.8032	-18.5489	313.9304	-18.29523
313.8843	-18.17346	314.0115	-18.427139999999998
313.9654	-18.18361	314.0927	-17.91978
314.0465	-18.19376	314.17380000000003	-18.10243
314.1277	-18.011110000000002	314.2549	-18.12273
314.2088	-18.092290000000002	314.336	-18.02125
314.2899	-18.12273	314.4171	-18.06184
314.371	-18.10243	314.4982	-18.14302
314.4521	-18.11258	314.5793	-18.26479
314.5332	-17.75743	314.6605	-18.11258
314.6143	-17.950229999999998	314.7416	-18.29523
314.6955	-18.00096	314.8227	-18.24449
314.7766	-18.16331	314.9038	-18.2039
314.8577	-18.092290000000002	314.9849	-18.10243
314.9388	-18.38655	315.066	-17.90964
315.0199	-18.28508	315.1472	-18.32567
315.101	-18.335820000000002	315.2283	-18.28508
315.1822	-18.19376	315.3094	-18.07199
315.2633	-17.89949	315.3905	-18.21405
315.3444	-18.04155	315.4716	-18.38655
315.4255	-18.21405	315.5527	-18.25464
315.5066	-18.08214	315.6339	-17.940080000000002
315.5877	-18.011110000000002	315.715	-18.06184
315.6689	-18.3764	315.7961	-18.23434
315.75	-18.25464	315.8772	-18.15317
315.8311	-18.19376	315.9583	-17.858900000000002
315.9122	-18.274929999999998	316.0394	-18.08214
315.9933	-17.92993	316.1205	-18.23434
316.0744	-17.99081	316.2017	-18.2039
316.1555	-18.3764	316.2828	-18.48802
316.2367	-18.36626	316.3639	-18.274929999999998
316.3178	-18.0517	316.445	-18.19376
316.3989	-18.0314	316.5261	-17.89949
316.48	-18.02125	316.6072	-17.940080000000002
316.5611	-18.24449	316.6884	-18.092290000000002
316.6422	-17.92993	316.7695	-18.02125
316.7234	-17.91978	316.8506	-18.19376
316.8045	-18.15317	316.9317	-18.23434
316.8856	-18.11258	317.0128	-18.335820000000002
316.9667	-17.89949	317.0939	-18.36626
317.0478	-18.011110000000002	317.175	-18.2242
317.1289	-18.16331	317.2562	-18.36626
317.2101	-18.2242	317.3373	-18.52861
317.2912	-18.3764	317.4184	-18.335820000000002
317.3723	-18.26479	317.4995	-18.04155
317.4534	-18.12273	317.5806	-18.19376
317.5345	-18.30537	317.6617	-18.16331
317.6156	-18.43729	317.7429	-18.24449
317.6967	-18.46773	317.824	-18.19376
317.7779	-18.12273	317.9051	-18.28508
317.859	-18.02125	317.9862	-18.08214
317.9401	-17.940080000000002	318.0673	-18.18361
318.0212	-18.00096	318.1484	-18.00096
318.1023	-18.31552	318.2296	-18.02125
318.1834	-18.274929999999998	318.3107	-18.16331
318.2646	-18.19376	318.3918	-18.24449
318.3457	-18.45758	318.4729	-18.15317
318.4268	-18.31552	318.554	-18.51846
318.5079	-18.12273	318.6351	-18.30537
318.589	-18.38655	318.7162	-18.40684
318.6701	-18.12273	318.7974	-18.30537
318.7513	-18.3764	318.8785	-18.12273
318.8324	-18.19376	318.9596	-18.10243
318.9135	-18.06184	319.0407	-18.34596
318.9946	-18.23434	319.1218	-18.19376
319.0757	-18.13287	319.2029	-17.97052
319.1568	-17.940080000000002	319.2841	-18.19376
319.2379	-18.092290000000002	319.3652	-18.10243
319.3191	-18.15317	319.4463	-18.416990000000002
319.4002	-18.23434	319.5274	-18.274929999999998
319.4813	-18.18361	319.6085	-18.19376
319.5624	-18.011110000000002	319.6896	-18.21405
319.6435	-17.950229999999998	319.7708	-18.18361
319.7246	-18.0314	319.8519	-18.092290000000002
319.8058	-18.02125	319.933	-17.97052
319.8869	-18.416990000000002	320.0141	-18.092290000000002
319.968	-18.26479	320.0952	-18.36626
320.0491	-18.0517	320.1763	-18.43729
320.1302	-17.98067	320.2574	-18.30537
320.2113	-17.99081	320.3386	-18.38655
320.2924	-18.08214	320.4197	-18.40684
320.3736	-18.10243	320.5008	-18.53876
320.4547	-18.07199	320.5819	-18.416990000000002
320.5358	-18.18361	320.663	-18.52861
320.6169	-18.19376	320.7441	-18.35611
320.698	-18.0314	320.8253	-18.32567
320.7791	-17.858900000000002	320.9064	-18.35611
320.8603	-18.00096	320.9875	-18.40684
320.9414	-18.00096	321.0686	-18.23434
321.0225	-18.04155	321.1497	-18.40684
321.1036	-18.15317	321.2308	-18.35611
321.1847	-18.17346	321.312	-18.28508
321.2658	-18.18361	321.3931	-18.50832
321.347	-18.15317	321.4742	-18.335820000000002
321.4281	-18.31552	321.5553	-18.00096
321.5092	-18.32567	321.6364	-18.18361
321.5903	-18.274929999999998	321.7175	-18.04155
321.6714	-18.38655	321.7986	-18.13287
321.7525	-18.3967	321.8798	-18.38655
321.8336	-18.10243	321.9609	-18.25464
321.9148	-18.07199	322.042	-18.2039
321.9959	-18.07199	322.1231	-18.13287
322.077	-18.08214	322.2042	-18.31552
322.1581	-17.858900000000002	322.2853	-18.34596
322.2392	-17.92993	322.3665	-18.17346
322.3203	-17.940080000000002	322.4476	-18.24449
322.4015	-18.18361	322.5287	-17.92993
322.4826	-18.31552	322.6098	-18.07199
322.5637	-18.2039	322.6909	-18.12273
322.6448	-17.8792	322.772	-18.25464
322.7259	-17.88934	322.8531	-18.18361
322.807	-18.28508	322.9343	-18.24449
322.8882	-18.12273	323.0154	-18.45758
322.9693	-17.80817	323.0965	-18.24449
323.0504	-18.10243	323.1776	-18.00096
323.1315	-18.32567	323.2587	-18.12273
323.2126	-18.24449	323.3398	-18.11258
323.2937	-18.28508	323.421	-18.06184
323.3748	-18.26479	323.5021	-18.12273
323.456	-17.72699	323.5832	-18.2039
323.5371	-17.99081	323.6643	-17.858900000000002
323.6182	-18.19376	323.7454	-18.274929999999998
323.6993	-18.16331	323.8265	-18.274929999999998
323.7804	-18.18361	323.9077	-18.24449
323.8615	-18.13287	323.9888	-18.02125
323.9427	-18.092290000000002	324.0699	-18.10243
324.0238	-17.96037	324.151	-18.30537
324.1049	-17.91978	324.2321	-18.498170000000002
324.186	-18.274929999999998	324.3132	-18.52861
324.2671	-18.43729	324.3943	-18.3967
324.3482	-18.569200000000002	324.4755	-18.2242
324.4294	-18.274929999999998	324.5566	-18.40684
324.5105	-18.36626	324.6377	-18.21405
324.5916	-18.13287	324.7188	-18.3764
324.6727	-18.02125	324.7999	-18.23434
324.7538	-17.97052	324.881	-17.78787
324.8349	-18.15317	324.9622	-17.92993
324.916	-17.80817	325.0433	-18.19376
324.9972	-17.77772	325.1244	-18.36626
325.0783	-17.838610000000003	325.2055	-18.17346
325.1594	-18.0517	325.2866	-18.32567
325.2405	-18.08214	325.3677	-18.36626
325.3216	-18.06184	325.4489	-18.21405
325.4027	-17.74728	325.53	-17.99081
325.4839	-18.36626	325.6111	-18.11258
325.565	-18.50832	325.6922	-18.19376
325.6461	-18.21405	325.7733	-18.3967
325.7272	-17.625519999999998	325.8544	-18.40684
325.8083	-17.645809999999997	325.9355	-18.26479
325.8894	-17.82846	326.0167	-18.40684
325.9706	-17.90964	326.0978	-18.32567
326.0517	-18.00096	326.1789	-18.3764
326.1328	-18.0314	326.26	-18.25464
326.2139	-18.0517	326.3411	-18.45758
326.295	-18.2242	326.4222	-18.24449
326.3761	-18.28508	326.5034	-18.274929999999998
326.4572	-17.98067	326.5845	-18.24449
326.5384	-17.950229999999998	326.6656	-18.11258
326.6195	-18.00096	326.7467	-18.48802
326.7006	-17.950229999999998	326.8278	-18.68082
326.7817	-17.81831	326.9089	-18.45758
326.8628	-18.11258	326.9901	-18.19376
326.9439	-18.13287	327.0712	-18.12273
327.0251	-17.8792	327.1523	-18.23434
327.1062	-18.04155	327.2334	-18.04155
327.1873	-18.18361	327.3145	-18.43729
327.2684	-18.07199	327.3956	-18.50832
327.3495	-18.34596	327.4767	-18.46773
327.4306	-17.96037	327.5579	-18.16331
327.5117	-17.92993	327.639	-18.15317
327.5929	-17.97052	327.7201	-18.14302
327.674	-18.335820000000002	327.8012	-18.04155
327.7551	-18.13287	327.8823	-18.17346
327.8362	-18.12273	327.9634	-18.21405
327.9173	-17.98067	328.0446	-18.17346
327.9984	-18.02125	328.1257	-18.0314
328.0796	-18.19376	328.2068	-17.99081
328.1607	-18.04155	328.2879	-18.011110000000002
328.2418	-18.07199	328.369	-18.13287
328.3229	-18.15317	328.4501	-18.29523
328.404	-17.97052	328.5313	-18.48802
328.4851	-18.04155	328.6124	-18.18361
328.5663	-18.16331	328.6935	-18.13287
328.6474	-18.28508	328.7746	-18.40684
328.7285	-18.092290000000002	328.8557	-18.3764
328.8096	-18.04155	328.9368	-18.2039
328.8907	-18.092290000000002	329.0179	-18.07199
328.9718	-18.02125	329.0991	-18.25464
329.0529	-18.0517	329.1802	-18.07199
329.1341	-17.91978	329.2613	-18.2039
329.2152	-17.92993	329.3424	-18.38655
329.2963	-18.2242	329.4235	-18.32567
329.3774	-18.07199	329.5046	-18.47787
329.4585	-18.06184	329.5858	-18.48802
329.5396	-18.00096	329.6669	-18.2039
